chr17	41196311	41276132	uc010whl.2	0	-	41197694	41276113	0	22	1508,61,74,55,84,41,78,88,311,191,124,172,89,117,77,46,106,140,89,78,54,99,	0,3348,4826,6768,12757,19038,19579,23313,26633,30036,32193,38109,46649,50449,51551,52949,55480,59827,60573,62161,71431,79722,
chr17	41196311	41277340	uc010whm.2	0	-	41197694	41277202	0	8	1508,61,74,55,84,41,78,142,	0,3348,4826,6768,12757,19038,19579,80887,
chr17	41196311	41277340	uc002icp.4	0	-	41197694	41258496	0	23	1508,61,74,55,84,41,78,88,311,191,127,172,89,3426,77,46,103,140,89,56,54,99,142,	0,3348,4826,6768,12757,19038,19579,23313,26633,30036,32193,38109,46649,47140,51551,52949,55480,59827,60573,62183,71431,79722,80887,
chr17	41196311	41277468	uc002icu.3	0	-	41197800	41276113	0	22	1508,61,55,84,41,78,88,311,191,124,172,89,117,77,46,106,140,89,78,54,99,175,	0,3348,6768,12757,19038,19579,23313,26633,30036,32193,38109,46649,50449,51551,52949,55480,59827,60573,62161,71431,79722,80982,
chr17	41196311	41277468	uc010cyx.3	0	-	41197694	41258543	0	22	1508,61,74,55,84,41,78,88,311,191,127,172,89,3426,77,46,106,140,89,78,99,175,	0,3348,4826,6768,12757,19038,19579,23313,26633,30036,32193,38109,46649,47140,51551,52949,55480,59827,60573,62161,79722,80982,
chr17	41196311	41277500	uc002ict.3	0	-	41197694	41276113	0	24	1508,61,74,55,84,41,78,88,311,191,124,66,172,89,3426,77,46,106,140,89,78,54,99,213,	0,3348,4826,6768,12757,19038,19579,23313,26633,30036,32193,35039,38109,46649,47140,51551,52949,55480,59827,60573,62161,71431,79722,80976,
chr17	41196311	41277500	uc010whn.2	0	-	41197694	41226495	0	11	1508,61,74,55,84,41,78,88,311,191,213,	0,3348,4826,6768,12757,19038,19579,23313,26633,30036,80976,
chr17	41196311	41277500	uc010who.3	0	-	41197694	41202109	0	5	1508,61,74,129,213,	0,3348,4826,5767,80976,
chr17	41196311	41277500	uc002icq.3	0	-	41197694	41276113	0	23	1508,61,74,55,84,41,78,88,311,191,127,172,89,3426,77,46,106,140,89,78,54,99,213,	0,3348,4826,6768,12757,19038,19579,23313,26633,30036,32193,38109,46649,47140,51551,52949,55480,59827,60573,62161,71431,79722,80976,
chr17	41196311	41322420	uc010whp.2	0	-	41197694	41258543	0	22	1508,61,74,55,84,41,78,88,311,191,124,172,89,117,77,46,106,140,89,78,54,278,	0,3348,4826,6768,12757,19038,19579,23313,26633,30036,32193,38109,46649,50449,51551,52949,55480,59827,60573,62161,71431,125831,
chr17	41215349	41256973	uc010whq.1	0	-	41215349	41256198	0	12	41,78,88,311,191,127,172,89,117,106,140,89,	0,541,4275,7595,10998,13155,19071,27611,31411,36442,40789,41535,
chr17	41215349	41277468	uc002idc.1	0	-	41215349	41276113	0	18	41,78,88,311,191,127,172,89,117,77,46,103,140,89,78,54,99,175,	0,541,4275,7595,10998,13155,19071,27611,31411,32513,33911,36442,40789,41535,43123,52393,60684,61944,
chr17	41215349	41277468	uc010whr.1	0	-	41215349	41258543	0	17	41,78,88,311,191,127,172,89,117,77,46,106,140,89,78,99,175,	0,541,4275,7595,10998,13155,19071,27611,31411,32513,33911,36442,40789,41535,43123,60684,61944,
chr17	41243116	41276132	uc002idd.3	0	-	41243347	41276113	0	9	3761,77,46,106,140,89,78,54,99,	0,4746,6144,8675,13022,13768,15356,24626,32917,
chr17	41243451	41256973	uc002ide.1	0	-	41243452	41256198	0	4	3426,103,140,89,	0,8340,12687,13433,
chr17	41243451	41277340	uc010cyy.1	0	-	41243452	41276113	0	10	3426,77,46,106,140,89,78,54,99,142,	0,4411,5809,8340,12687,13433,15021,24291,32582,33747,
chr17	41243451	41277468	uc010whs.1	0	-	41243452	41276113	0	10	3426,77,46,106,140,89,78,54,99,175,	0,4411,5809,8340,12687,13433,15021,24291,32582,33842,
chr17	41243451	41277500	uc010cyz.2	0	-	41243452	41258543	0	11	3426,77,46,106,140,89,78,116,54,99,213,	0,4411,5809,8340,12687,13433,15021,19030,24291,32582,33836,
chr17	41243451	41277500	uc010cza.2	0	-	41243452	41276113	0	9	3426,77,46,106,140,89,54,99,213,	0,4411,5809,8340,12687,13433,24291,32582,33836,
chr17	41243451	41277500	uc010wht.1	0	-	41243452	41246659	0	2	3426,213,	0,33836,
